1.00000	0.02366
0.00942	-0.01558
0.01895	0.02282
0.01435	0.02188
0.01007	0.01992
0.00634	0.01707
0.00334	0.01345
0.00122	0.00926
0.00009	0.00470
0.00000	0.00000
0.00096	-0.00460
0.00293	-0.00887
0.00579	-0.01259
0.01799	-0.02078
0.02699	-0.02563
0.03610	-0.03008
0.04506	-0.03413
0.05442	-0.03806
0.06385	-0.04178
0.07331	-0.04529
0.08295	-0.04866
0.09236	-0.05178
0.10202	-0.05481
0.11169	-0.05770
0.12133	-0.06043
0.13111	-0.06307
0.14089	-0.06557
0.15070	-0.06796
0.16051	-0.07023
0.17033	-0.07238
0.18027	-0.07445
0.19024	-0.07642
0.20004	-0.07825
0.20997	-0.08000
0.21996	-0.08166
0.22990	-0.08321
0.23984	-0.08467
0.24986	-0.08605
0.25988	-0.08733
0.26989	-0.08852
0.27992	-0.08963
0.28995	-0.09065
0.29999	-0.09158
0.31004	-0.09243
0.32010	-0.09319
0.33016	-0.09388
0.34023	-0.09448
0.35030	-0.09500
0.36038	-0.09544
0.37046	-0.09580
0.38054	-0.09608
0.39062	-0.09629
0.40071	-0.09642
0.41079	-0.09647
0.42088	-0.09644
0.43096	-0.09634
0.44105	-0.09617
0.45113	-0.09592
0.46121	-0.09560
0.47129	-0.09521
0.48136	-0.09474
0.49144	-0.09420
0.50150	-0.09359
0.51157	-0.09291
0.52162	-0.09216
0.53168	-0.09134
0.54172	-0.09045
0.55176	-0.08950
0.56179	-0.08847
0.57182	-0.08737
0.58184	-0.08621
0.59184	-0.08498
0.60185	-0.08368
0.61184	-0.08232
0.62182	-0.08089
0.63180	-0.07939
0.64176	-0.07783
0.65171	-0.07620
0.66166	-0.07451
0.67159	-0.07275
0.68151	-0.07093
0.69142	-0.06904
0.70131	-0.06709
0.71120	-0.06508
0.72107	-0.06300
0.73092	-0.06087
0.74077	-0.05866
0.75059	-0.05640
0.76041	-0.05407
0.77021	-0.05169
0.77999	-0.04924
0.78976	-0.04672
0.79951	-0.04415
0.80925	-0.04152
0.81896	-0.03882
0.82867	-0.03607
0.83835	-0.03325
0.84802	-0.03038
0.85767	-0.02744
0.86730	-0.02445
0.87691	-0.02139
0.88650	-0.01828
0.89608	-0.01511
0.90563	-0.01187
0.91517	-0.00858
0.92468	-0.00523
0.93417	-0.00182
0.94364	0.00164
0.95309	0.00517
0.96252	0.00875
0.97192	0.01239
0.98130	0.01609
0.99066	0.01985
0.99024	0.02189
0.98080	0.02021
0.97119	0.01854
0.96157	0.01690
0.95195	0.01530
0.94232	0.01374
0.93269	0.01222
0.92305	0.01074
0.91340	0.00929
0.90375	0.00789
0.89409	0.00652
0.88443	0.00519
0.87476	0.00391
0.86508	0.00266
0.85540	0.00145
0.84572	0.00029
0.83603	-0.00083
0.82634	-0.00192
0.81664	-0.00296
0.80694	-0.00396
0.79723	-0.00492
0.78752	-0.00584
0.77780	-0.00671
0.76808	-0.00754
0.75836	-0.00834
0.74864	-0.00908
0.73891	-0.00979
0.72918	-0.01045
0.71944	-0.01107
0.70971	-0.01165
0.69997	-0.01219
0.69023	-0.01268
0.68048	-0.01313
0.67074	-0.01354
0.66099	-0.01390
0.65124	-0.01423
0.64149	-0.01451
0.63174	-0.01475
0.62199	-0.01494
0.61223	-0.01510
0.60248	-0.01521
0.59273	-0.01528
0.58297	-0.01531
0.57322	-0.01530
0.56346	-0.01525
0.55371	-0.01516
0.54395	-0.01503
0.53420	-0.01486
0.52445	-0.01464
0.51470	-0.01440
0.50495	-0.01411
0.49520	-0.01378
0.48545	-0.01342
0.47571	-0.01302
0.46596	-0.01258
0.45622	-0.01211
0.44648	-0.01160
0.43674	-0.01105
0.42700	-0.01048
0.41727	-0.00986
0.40753	-0.00922
0.39780	-0.00855
0.38808	-0.00784
0.37835	-0.00710
0.36862	-0.00634
0.35890	-0.00554
0.34918	-0.00472
0.33947	-0.00387
0.32975	-0.00300
0.32004	-0.00211
0.31033	-0.00119
0.30062	-0.00025
0.29091	0.00072
0.28121	0.00170
0.27150	0.00269
0.26186	0.00370
0.25210	0.00473
0.24236	0.00578
0.23286	0.00680
0.22297	0.00788
0.21333	0.00894
0.20359	0.01001
0.19394	0.01107
0.18385	0.01218
0.17442	0.01320
0.16479	0.01424
0.15514	0.01527
0.14531	0.01630
0.13573	0.01728
0.12602	0.01824
0.11631	0.01917
0.10659	0.02004
0.09687	0.02087
0.08715	0.02162
0.07732	0.02230
0.06765	0.02287
0.05794	0.02331
0.04811	0.02359
0.03835	0.02366
0.02861	0.02344
